ladin	italian	english	resource
Ge vegn dat sù al Consei de procuraduta la funzions e i doveres che no é resservé per statut al Consei general, al Procurador del Comun general e al President del Consei general medemo.	Sono attribuiti al Consei de procura tutte le funzioni e i compiti non riservati dallo statuto al Consei general, al Procurador del Comun general e al Presidente del Consei general stesso.	All functions and tasks not reserved by the statutes for the Consei General, the Procurador del Comun General and the President of the Consei General itself are attributed to the Consei de Procura.	fascia
I organs istituzionai.	Gli organi istituzionali.	Institutional bodies.	moena
Defendura e promozion del lengaz e de la cultura ladina	Tutela e promozione della lingua e della cultura ladina	Protection and promotion of the Ladin language and culture	fascia
Tel cajo che l zitadin no l aessa i strumenc che l vegn domanà per poder jir ite enstes tel sistem TS, l pel dutun fèr valer l derit de opojizion. L pel jir tras apuntament, te un di ofizies de Apss.	Qualora il cittadino non disponga di strumenti necessari per accedere in autonomia al sistema TS, può comunque esercitare il diritto all'opposizione recandosi, con appuntamento, in uno degli sportelli di Apss.	If citizens do not have the necessary tools to access the TS system independently, they can still exercise their right to object by going to one of the Apss counters by appointment.	comunicato1032
L tol pèrt ativa, tres si rapresentanc ti organismes competenc acioche l lengaz ladin vegne portà inant e ensegnà te la scoles locales publiches e privates, l vegne durà e slarià fora te la politica del temp libero, te l'educazion di gregn, te la produzion de material audiovijif.	Svolge un ruolo attivo, attraverso i propri rappresentanti negli organismi competenti affinché la lingua ladina sia promossa ed insegnata nelle scuole locali pubbliche e private, sia utilizzata e diffusa nella politica del tempo libero, nell'educazione degli adulti, nella produzione di materiale audiovisivo.	It plays an active role through its representatives in the competent bodies so that the Ladin language is promoted and taught in local public and public schools, is used and disseminated in leisure time policy, adult education, and the production of audiovisual material.	moena
L sotescrif, desche rapresentant de l'ent, chi contrac jà porté a térmen canche l secretèr de Comun à funzion de notèr.	Stipula in rappresentanza dell'ente i contratti già conclusi quando il segretario comunale funge da ufficiale rogante.	Stipulates contracts already concluded when the municipal secretary acts as rogatory officer on behalf of the authority.	moena
Per la sostituzion del secretèr de Comun, l vegn tegnù cont de la despojizions de la normes regionales per la situazion iuridica di dependenc di Comuns e di secretères de Comun.	Per la sostituzione del segretario comunale si provvede secondo le vigenti norme regionali sullo stato giuridico dei dipendenti dei Comuni e dei segretari comunali. 	The replacement of the municipal secretary is carried out according to the current regional regulations on the legal status of municipal employees and municipal secretaries. 	moena
A una con chel che l vegn comanà da l'Autorità de garanzia per l stravardament di dac personai, i zitadins i pel palesèr de esser de contra al fat che vegne metù ite en automatich tel FSE i dac e i documenc Sanitères che vegn fora da evenc clinics che fèsc referiment a la prestazions fates dal Servije sanitèr dant dai 19 de mé del 2020.	In linea con quanto disposto dall'Autorità garante per la protezione dei dati personali, i cittadini possono opporsi all'inserimento automatico nel FSE dei dati e documenti sanitari generati da eventi clinici riferiti alle prestazioni erogate dal Servizio sanitario prima del 19 maggio 2020.	In line with the provisions of the Guarantor Authority for the Protection of Personal Data, citizens can object to the automatic inclusion in the ESF of health data and documents generated by clinical events relating to services provided by the Health Service before 19 May 2020.	comunicato1032
Per chesta finalitèdes ge vegn dat sù ai sorastanc, tel respet de la lege e di contrac coletives de lurier, encèries a temp determinà, per sòlit de cinch egn alalongia, leé ai obietives uzé fora dai documenc de la programazion aproé dal Consei general.	Per le predette finalità ai dirigenti sono conferiti, nel rispetto della legge e dei contratti collettivi di lavoro, incarichi a tempo determinato, di norma di durata quinquennale, correlati agli obiettivi individuati dagli atti della programmazione approvati dal Consei general.	For the aforementioned purposes, managers are granted, in accordance with the law and collective labour agreements, fixed-term appointments, normally for five years, related to the objectives identified in the planning documents approved by the Consei General.	fascia
L'ordenament e l funzionament de la istituzions vegn discipliné da chest Statut, tant inant che l'é aplicàbol e compatìbol, e ence da n regolament comunal aposta; l Consei de Comun aproa i programes de speisa de la istituzions per vigni an e i ac scric tel regolament.	L'ordinamento ed il funzionamento delle istituzioni sono disciplinati dal presente Statuto, in quanto applicabile e compatibile, nonché da apposito regolamento comunale; il consiglio comunale approva i programmi annuali di spesa delle istituzioni e gli altri atti indicati nel regolamento. 	The organisation and functioning of the institutions are governed by this Statute, insofar as applicable and compatible, as well as by specific municipal regulations; the municipal council approves the annual expenditure programmes of the institutions and other acts specified in the regulations. 	moena
Chesta strutura é confermèda ence dò, canche vegn sù de pìcoi paìjes, aldò del model celtich-retich.	Questa struttura è confermata dalla fase successiva, che vede la comparsa di piccoli centri rurali, secondo l'impianto celtico-retico.	This structure is confirmed by the next phase, which saw the appearance of small rural centres, according to the Celtic-Rhaetian layout.	fascia
Volesse che fosse tia perjon, n'ijola n let che sgola ta la liedeza del ciel 	Vorrei che fosse la tua prigione, un'isola un letto che vola nell'immensità del cielo	I wish it could be your prison, an island a bed flying  in the free and never-ending sky.	amervolesse
Met ensema ghenao la pèrt A e la pèrt B e tacheles ensema per fèr l paesaje.	Fai combaciare il lato A e il lato B e incollali insieme per costruire le quinte del paesaggio.	Line up side A and side B and glue them together to construct the wings of the landscape.	montipallidi
Del 1815 l'é stat metù sù na neva istituzion chiamèda Comunità generala de Fascia che l'era en pràtega n consorzie di comuns de val.	Nel 1815 fu costituita una nuova istituzione chiamata Comunità generale di Fassa che era praticamente un consorzio dei comuni della valle.	In 1815, a new institution called the General Community of Fassa was established, which was practically a consortium of the valley's municipalities.	fascia
L fèsc ordenanzes ordenères per l'esecuzion de leges o regolamenc.	Adotta ordinanze ordinarie in esecuzione di leggi o regolamenti.	It adopts ordinary ordinances in execution of laws or regulations.	moena
L se festidiea de scriver jù i protocoi ence duran, se l fossa debesegn, aparac tecnics per la registrazion de la sentèdes.	Cura della verbalizzazione avvalendosi anche dell'ausilio di mezzi tecnici per la registrazione delle sedute, qualora lo ritenesse opportuno.	It takes care of the minutes, also making use of technical means for the recording of meetings, should it deem it appropriate.	moena
Cors avanzà (II° livel) 71	Corso avanzato (II° livello) 71	Advanced Course (2nd Level) 71	intervento1
La durèda del mandat e la modalitèdes de litazion vegn regolamentèdes da la lege.	La durata del mandato e le modalità di elezione sono disciplinati dalla legge.	The term of office and the manner of election are regulated by law.	moena
Meter adum la forzes fèsc pèrt de na biota logica economica, soraldut te situazions de stenta.	Unire le forze rientra in una semplice logica economica, soprattutto in situazioni di difficoltà.	Joining forces is part of simple economic logic, especially in difficult situations.	fascia
L'atribuesc e l defenesc la encèries di sorastanc tel respet de la normes e di contrac coletives che regolea la previjion e la pojizion iuridica.	Attribuisce e definisce gli incarichi dirigenziali nel rispetto delle norme e dei contratti collettivi che ne disciplinano la previsione e la collocazione giuridica.	It allocates and defines management positions in compliance with the rules and collective agreements governing their provision and legal position.	moena
Per consentir de fèr valer l derit de oposizion l Minister de la sanità l à metù a la leta di zitadins na funzion aposta su la piataforma nazionèla online Sistem Tessera Sanitèra (TS) che la sarà ativa enfin ai 30 de jugn che vegn.	Per permettere di esercitare il diritto di opposizione il Ministero della salute ha messo a disposizione dei cittadini un'apposita funzionalità sulla piattaforma nazionale online Sistema Tessera Sanitaria (TS) che sarà attiva fino al prossimo 30 giugno.	In order to allow citizens to exercise their right to object, the Ministry of Health has made available a special function on the national online platform Sistema Tessera Sanitaria (TS) that will be active until next 30 June.	comunicato1032
