ladin	italian	english	resource
La istituzions tradizionales alincontra, à ben podù fèr pech te dant a la sfurièdes napoleoniches.	Le istituzioni tradizionali poterono ben poco all'avvicinarsi della bufera napoleonica.	Traditional institutions could do little as the Napoleonic storm approached.	moena
Dò da na pruma ocupazion entravegnuda tel mèrz del 1797, la Comunità de Fiem à bele cognù zeder ai franzousc te l'invern 1800-1801.	Subita una prima occupazione nel marzo del 1797, la Comunità di Fiemme dovette cedere ai Francesi nell'inverno 1800-1801.	After an initial occupation in March 1797, the Community of Fiemme had to surrender to the French in the winter of 1800-1801.	moena
Del 1809 l govern bavareis, aleà de Napoleon, à tout jù i privilèjes, dessatà la comunitèdes, metù sù i Comuns al post de la "regoles" veies e veiores e emponù la coscrizion oblighèda.	Nel 1809 il governo bavarese, alleato di Napoleone, abolì i privilegi, sostituì i Comuni alle antiche "regole" e introdusse la coscrizione obbligatoria.	In 1809, the Bavarian government, allied with Napoleon, abolished privileges, replaced the communes with the old 'rules' and introduced compulsory conscription.	moena
Te chela ocajion ence a Moena, desche a Pardac, l'é sozedù fac de protesta che dò se à tramudà te la levèda popolèra con a cef Andreas Hofer.	In quell'occasione anche a Moena, come nella vicina Predazzo, si verificarono episodi di protesta che sfociarono successivamente nella sollevazione popolare capeggiata da Andreas Hofer.	On that occasion, also in Moena, as in nearby Predazzo, there were episodes of protest that later led to the popular uprising headed by Andreas Hofer.	moena
Co la restaurazion asburgica, l'endependenza veiora de la Comunitèdes rurales é vegnuda derenèda tant da se redujer a nia auter che na recordanza spavida.	Con la restaurazione del dominio asburgico, la secolare indipendenza delle Comunità rurali fu ridotta a nulla più che una pallida testimonianza.	With the restoration of Habsburg rule, the centuries-old independence of the rural communities was reduced to nothing more than a pale vestige.	moena
Dò la pruma Gran Vera, l Comun de Moena se à troà a ge fèr front ai problemes che vegnìa cà dal mudament de rejim politich e dal dejariament de veies leames economics e culturai.	Dopo la prima guerra mondiale il Comune di Moena si trovò ad affrontare le difficoltà originate dal mutamento del regime politico e dall'interruzione di secolari legami economici e culturali.	After the First World War, the Commune of Moena was faced with difficulties arising from the change of political regime and the interruption of centuries-old economic and cultural ties.	moena
Dò l fascism, n'outa reconquistà la libertèdes democratiches, l paìsc se averc a na fasa de nef svelup che à fondament te na s-ciantiva vocazion turistica, sostegnuda dal sentiment de ospitalità che caraterisea sia jent.	Dopo il fascismo, riconquistate le libertà democratiche il paese si apre ad una fase di nuovo sviluppo basato su una spiccata vocazione turistica favorita dal senso di ospitalità dei suoi abitanti.	After Fascism, having regained its democratic freedoms, the town opened up to a phase of new development based on a strong tourist vocation favoured by its inhabitants' sense of hospitality.	moena
Te dant a la endesfides de la sozietà moderna, la comunanza de Moena se moscia zis empegnèda, dessema con duta la Val de Fascia, tel lènch confront zivil per l recognosciment de l'identità linguistica e culturala de la jent ladina de la Dolomites.	Di fronte alle sfide della società moderna la comunità moenese risulta impegnata insieme all'intera Valle di Fassa nella lunga battaglia civile per il riconoscimento dell'identità linguistica e culturale della gente ladina delle Dolomiti.	Faced with the challenges of modern society, the Moenese community, together with the entire Fassa Valley, is engaged in the long civil battle for the recognition of the linguistic and cultural identity of the Ladin people of the Dolomites.	moena
Titol 1.	Titolo 1.	Title 1.	moena
Prinzipies.	Principi.	Principles.	moena
Identificazion del comun.	Identificazione del Comune.	Identification of the Municipality.	moena
L Comun de Moena é l'Ent teritorial che rapresentea la comunanza locala, l rencura si enteresc, col meter en doura funzions e poderes pervedui dal Statut, aldò de la Costituzion de la Republica, del Statut Spezial de Autonomia del Trentin - Südtirol, de la normes e de la leges en doura.	Il Comune di Moena è l'Ente territoriale che rappresenta la comunità locale, ne cura gli interessi, esercitando i poteri e le funzioni previsti dallo Statuto, in conformità alla Costituzione Repubblicana, allo Statuto Speciale di Autonomia del Trentino - Alto Adige, alle norme ed alle leggi vigenti.	The Municipality of Moena is the territorial body that represents the local community, takes care of its interests, exercising the powers and functions provided for by the Statute, in accordance with the Republican Constitution, the Special Statute of Autonomy of Trentino - Alto Adige, the regulations and laws in force.	moena
Apede l paìsc de Moena, l Comun tol ìte i teritories e i ensediamenc de Forn, Someda, Sòrt, Sèn Pelegrin, Medil e Penìa; l termenea coi Comuns de Növa Taliana, Vich, Soraga, Poza, Falcade, Tonadich e Pardac.	Oltre che dall'abitato di Moena, il Comune è costituito dai territori e dai centri abitati di Forno, Someda, Sorte, San Pellegrino, Medil e Penia; confina con i Comuni di Nova Levante, Vigo di Fassa, Soraga, Pozza di Fassa, Falcade, Tonadico e Predazzo.	In addition to the town of Moena, the municipality comprises the territories and towns of Forno, Someda, Sorte, San Pellegrino, Medil and Penia; it borders the municipalities of Nova Levante, Vigo di Fassa, Soraga, Pozza di Fassa, Falcade, Tonadico and Predazzo.	moena
L confolon de Comun, - aproà col R.D. dai 4 de messèl del 1929 -, é metù ensema da n drap bianch e checen, l'à sù n blason fornì con recames de arjent, con foes de rover e de orèr, e l'é sormontà da na corona zivica de Comun.	Sul gonfalone comunale, - adottato con R.D. 4 luglio '29 -, costituito da un drappo partito di panno bianco e rosso, ornato con ricami d'argento e da fronde di quercia e d'alloro, è caricato lo stemma, sormontato dalla corona civica di Comune.	The municipal gonfalon - adopted by Royal Decree of 4 July 1929 - consists of a red and white cloth banner, decorated with silver embroidery and oak and laurel branches, and bears the coat of arms, surmounted by the municipal crown.	moena
Sul blason é rapresentà n om te barca che va da la net envers l dì rapresenté respetivamenter dai colores chécen e bianch, co na crousc soravìa.	Sul blasone è rappresentato un barcaiolo, impegnato a traghettare dalla notte al giorno, rispettivamente indicati col colore rosso e bianco e sormontati dalla croce.	A boatman is depicted on the coat of arms, ferrying from night to day, respectively indicated in red and white and surmounted by the cross.	moena
L Comun de Moena recognosc l ladin desche lengaz de sia comunanza.	Il comune di Moena riconosce la lingua ladina come lingua propria della comunità in esso rappresentata.	The municipality of Moena recognises the Ladin language as the language of the community it represents.	moena
Moena fèsc pèrt storicamenter de la Magnifica Comunità Generala de Fiem.	Moena fa parte storicamente della Magnifica Comunità Generale di Fiemme.	Moena is historically part of the Magnifica Comunità Generale di Fiemme.	moena
Prinzipies ispiradores, fins e obietives programatics.	Principi ispiratori, fini ed obiettivi programmatici.	Guiding principles, aims and policy objectives.	moena
Tel ciamp de sia competenzes, desche ent de autonomìa locala, l Comun de Moena laora per l'atuazion di prinzipies fondamentai de la Costituzion de la Republica e de la Carta Europea de la Autonomies Locales, l porta inant la cultura de la pèsc e di deric de l'om; l'endreza sia azion dò l prinzipie de la solidarietà, del respet de la Carta de l' O.N.U., de la Declarazion Universala di Deric de l'Om, del Pat Internazional sui Deric Zivii e Politics, del Pat Internazional sui Deric Economics, Soziai e Culturai e de la Convenzion Internazionala sui Deric di Infanc.	Nell'ambito delle sue competenze, quale soggetto di autonomia locale, il Comune di Moena opera per l'attuazione dei princìpi fondamentali della Costituzione Repubblicana e della Carta Europea delle Autonomie Locali, promuove la cultura della pace e dei diritti umani; ispira la propria azione al principio di solidarietà, al rispetto della Carta delle Nazioni Unite, alla Dichiarazione Universale dei Diritti dell'Uomo, al Patto Internazionale sui Diritti Civili e Politici, al Patto Internazionale sui Diritti Economici, Sociali e Culturali ed alla Convenzione Internazionale sui Diritti dell'Infanzia.	Within the scope of its competences, as a subject of local autonomy, the Municipality of Moena works for the implementation of the fundamental principles of the Republican Constitution and of the European Charter of Local Authorities, it promotes the culture of peace and human rights; it inspires its actions to the principle of solidarity, to the respect of the United Nations Charter, to the Universal Declaration of Human Rights, to the International Covenant on Civil and Political Rights, to the International Covenant on Economic, Social and Cultural Rights and to the International Convention on the Rights of the Child.	moena
L Comun dèsc corp a la partezipazion a sia azion politica e aministrativa col garantir e valorisèr l derit di zitadins, de la formazions soziales, di enteressé, di utenc e de la sociazions che porta inant enteresc de la popolazion e de vigni esprescion de la comunanza locala, a lurèr per fèr jir e per controlèr l'ativitèdes.	Il Comune rende effettiva la partecipazione all'azione politica e amministrativa comunale, garantendo e valorizzando il diritto dei cittadini, delle formazioni sociali, degli interessati, degli utenti e delle associazioni portatrici di interessi diffusi, di ogni espressione della comunità locale, a concorrere allo svolgimento ed al controllo delle attività.	The municipality makes participation in municipal political and administrative action effective, guaranteeing and enhancing the right of citizens, social groups, interested parties, users and associations representing diffuse interests, and any expression of the local community, to take part in the conduct and control of activities.	moena
